site_id,run_id,ts_iso,req_id,session_id,provider,caption,top1_id,top1_score,top2_id,top2_score,margin,gt_node_id,hit_top1,hit_top2,hit_hop1,low_conf,low_conf_rule,client_start_ms,server_recv_ms,server_resp_ms
SCENE_A_MS,FT-SCENE_A_MS-1755190538847,2025-08-14T16:57:10.202051,1f40bb1f-7775-4aa4-8d4e-c76cb9c92d56,T04,ft,trial,there are many different types of 3d printers on a table,poi_3d_printer_table,0.400000,Sense_A_4o_0,0.337292,0.062708,,,,,false,,1755190628395,1755190628502,1755190630201
SCENE_A_MS,FT-SCENE_A_MS-1755190538847,2025-08-14T16:57:41.077846,7ee4afd2-9b29-49f3-8b45-ec033dcab7dd,T04,ft,trial,there is a chair that is sitting in a room with boxes,Sense_A_FT_0,0.479837,Sense_A_4o_0,0.447932,0.031905,,,,,true,margin<0.05,1755190658909,1755190659016,1755190661077
SCENE_A_MS,WARMUP,2025-08-14T17:00:12.600086,1b091af2-ef45-4604-930f-3f40877ff518,T05,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755190810232,1755190810370,1755190812600
SCENE_A_MS,FT-SCENE_A_MS-1755190812622,2025-08-14T17:00:58.491522,317d93ef-e11f-4c00-9e4b-197400e4885a,T05,ft,trial,there is a book shelf with books on it in a room,Sense_A_4o_0,0.639791,Sense_A_FT_0,0.474268,0.165523,,,,,false,,1755190856543,1755190856660,1755190858491
SCENE_A_MS,FT-SCENE_A_MS-1755190812622,2025-08-14T17:03:43.370035,34f2b2a9-6756-4cbe-b8fe-b3871b47a879,T05,ft,trial,"there is a room with a desk, chair, and bookshelf",Sense_A_4o_0,0.772499,Sense_A_FT_0,0.481217,0.291282,,,,,false,,1755191020389,1755191020582,1755191023369
SCENE_A_MS,FT-SCENE_A_MS-1755190812622,2025-08-14T17:04:34.512705,d9f94f93-bb80-48d2-ad80-8c2e9d7a76f5,T05,ft,trial,there is a room with a lot of desks and chairs,Sense_A_4o_0,0.668417,Sense_A_FT_0,0.365363,0.303054,,,,,false,,1755191072164,1755191072308,1755191074511
SCENE_A_MS,WARMUP,2025-08-15T14:53:48.621963,3e1e3410-be42-4295-8789-a06103bbfd0d,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755269624221,1755269624508,1755269628621
SCENE_A_MS,FT-SCENE_A_MS-1755269628600,2025-08-15T14:54:03.374341,45553c5b-778b-4ac4-84bf-a7fe502e06a4,T06,ft,trial,there is a book cart with books on it in a library,Sense_A_4o_0,0.479492,Sense_A_FT_0,0.265336,0.214157,,,,,false,,1755269638592,1755269638891,1755269643374
SCENE_A_MS,FT-SCENE_A_MS-1755269628600,2025-08-15T14:54:27.206218,a1322816-7930-4857-ae8d-d67f601646b4,T06,ft,trial,there is a chair that is sitting in a room with boxes,Sense_A_FT_0,0.479837,Sense_A_4o_0,0.447932,0.031905,,,,,true,margin<0.05,1755269665627,1755269665836,1755269667206
SCENE_A_MS,FT-SCENE_A_MS-1755269628600,2025-08-15T14:54:48.397247,1d417559-f3e5-433b-a2d0-453e7e6d917a,T06,ft,trial,there is a workbench with many drawers and a yellow bin,Sense_A_4o_0,0.579486,poi_3d_printer_table,0.500000,0.079486,,,,,false,,1755269686762,1755269687008,1755269688397
SCENE_A_MS,FT-SCENE_A_MS-1755269628600,2025-08-15T14:55:20.158881,65fe59cb-0669-4952-8439-723829d126f6,T06,ft,trial,there is a workbench with a lot of work on it,workbench_electronics,0.500000,poi_3d_printer_table,0.400000,0.100000,,,,,false,,1755269718563,1755269718819,1755269720158
SCENE_A_MS,WARMUP,2025-08-15T14:56:47.948257,03d3de71-7aa4-42d8-bb4f-cb751c5605cd,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755269806289,1755269806603,1755269807948
SCENE_A_MS,FT-SCENE_A_MS-1755269807923,2025-08-15T14:57:13.328556,cfb217ce-80ba-4f3b-a3f0-2b1c9808699b,T06,ft,trial,there is a book shelf with books on it in a room,Sense_A_4o_0,0.639791,Sense_A_FT_0,0.474268,0.165523,,,,,false,,1755269831687,1755269831933,1755269833328
SCENE_A_MS,FT-SCENE_A_MS-1755269807923,2025-08-15T14:57:35.289970,287eeaee-3678-4840-a6bf-f5b40aa52e8b,T06,ft,trial,there is a room with a lot of work on it,Sense_A_4o_0,0.587341,Sense_A_FT_0,0.256037,0.331305,,,,,false,,1755269853666,1755269854002,1755269855289
SCENE_A_MS,FT-SCENE_A_MS-1755269807923,2025-08-15T14:58:01.481197,24a0bb24-b35c-4022-a497-0f57bf2654dc,T06,ft,trial,there is a room with a lot of electronics and a chair,Sense_A_4o_0,0.642710,Sense_A_FT_0,0.377673,0.265037,,,,,false,,1755269879883,1755269880166,1755269881481
SCENE_A_MS,FT-SCENE_A_MS-1755269807923,2025-08-15T14:58:41.842355,564a8691-6ae6-4403-ab6c-1852516cb60d,T06,ft,trial,there is a room with a chair and a desk in it,Sense_A_4o_0,0.668540,Sense_A_FT_0,0.369809,0.298731,,,,,false,,1755269920287,1755269920546,1755269921842
SCENE_A_MS,WARMUP,2025-08-15T17:02:44.927306,06f5d3f2-2593-40ee-8365-7dbafbc22cc4,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755277358359,1755277358502,1755277364927
SCENE_A_MS,FT-SCENE_A_MS-1755277364959,2025-08-15T17:03:04.553553,9a5ae079-5fab-4701-97eb-15e18f0cef77,T06,ft,"there is a room with a desk, chair, and a television",drawer wall,0.365838,poi_component_drawer_wall,0.349375,0.016463,,,,,true,margin<0.05,1755277382024,1755277382660,1755277384553
SCENE_A_MS,FT-SCENE_A_MS-1755277364959,2025-08-15T17:03:20.982621,1222f445-695f-4149-8abd-1a86532d795f,T06,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,false,,1755277398897,1755277399350,1755277400982
SCENE_A_MS,FT-SCENE_A_MS-1755277364959,2025-08-15T17:03:32.506381,7e780d22-431a-48e1-858e-81e1a0d835fb,T06,ft,there is a room with a lot of work on it,drawer wall,0.394704,boxes on floor,0.333847,0.060857,,,,,false,,1755277410935,1755277411091,1755277412506
SCENE_A_MS,FT-SCENE_A_MS-1755277364959,2025-08-15T17:03:54.596410,bed73434-8697-4ba7-9d2a-8df39ca95fa9,T06,ft,there are many drawers of files on the desk in the office,drawer wall,0.522043,poi_component_drawer_wall,0.433949,0.088095,,,,,false,,1755277432948,1755277433104,1755277434596
SCENE_A_MS,FT-SCENE_A_MS-1755277364959,2025-08-15T17:04:06.629843,2f0e23b2-2c27-4cfe-b1e9-04cc2ef6bf84,T06,ft,there is a large machine that is sitting on a table,poi_3d_printer_table,0.450322,boxes on floor,0.256784,0.193538,,,,,false,,1755277444813,1755277445059,1755277446629
SCENE_A_MS,WARMUP,2025-08-15T17:16:04.322353,5c01c528-2200-46f8-b9dd-fbd7bf87baff,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755278156144,1755278157460,1755278164322
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:16:19.088824,e4c012d6-d9df-48a3-ace1-097985a49daf,T06,ft,"there is a room with a table, a printer, and a printer",poi_3d_printer_table,0.620884,drawer wall,0.407631,0.213253,,,,,false,,1755278175408,1755278175982,1755278179088
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:16:31.747672,016ae094-6a8a-42fc-81b7-be813f5f5959,T06,ft,there is a machine that is sitting on a table in a room,poi_3d_printer_table,0.408225,boxes on floor,0.309717,0.098508,,,,,false,,1755278188883,1755278189097,1755278191747
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:16:55.254870,f0d803bc-f900-40b3-ab27-d3d220adbc1d,T06,ft,"there is a room with a desk, chair, and bookshelf",qr bookshelf,0.452493,drawer wall,0.426445,0.026048,,,,,true,margin<0.05,1755278212002,1755278212353,1755278215254
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:17:08.522249,86812758-faa8-4312-aa35-be36339a10bd,T06,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,false,,1755278225670,1755278226076,1755278228521
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:17:21.942503,d5f434d0-892c-4223-a46e-8e5557a98ce0,T06,ft,there is a chair that is sitting in a room with boxes,boxes on floor,0.602007,cardboard boxes,0.550182,0.051825,,,,,false,,1755278236083,1755278240146,1755278241942
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:17:43.311404,52182b7f-ea32-4bf6-9816-b622f5f72354,T06,ft,there is a room with a lot of boxes and a computer,boxes on floor,0.578912,cardboard boxes,0.556831,0.022081,,,,,true,margin<0.05,1755278253054,1755278261609,1755278263311
SCENE_A_MS,FT-SCENE_A_MS-1755278164361,2025-08-15T17:17:54.370748,31af5b85-13bb-443e-abc1-00e70acd0e63,T06,ft,there are many machines that are sitting on a table,poi_3d_printer_table,0.495141,boxes on floor,0.336919,0.158222,,,,,false,,1755278272552,1755278272868,1755278274370
SCENE_A_MS,WARMUP,2025-08-18T16:06:15.264126,ff92c870-80a5-4b31-9d72-ac4284213ac6,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755533168805,1755533169028,1755533175264
SCENE_A_MS,FT-SCENE_A_MS-1755533175266,2025-08-18T16:06:28.759246,34819c13-a398-4f41-ac49-b330cb2c772c,T06,ft,"there is a work area with a desk, chair, and computer monitor",poi_component_drawer_wall,0.336240,drawer wall,0.335681,0.000559,,,,,true,margin<0.05,1755533185203,1755533185378,1755533188759
SCENE_A_MS,FT-SCENE_A_MS-1755533175266,2025-08-18T16:06:53.298939,7733a412-ae72-42c6-b7ad-c1a716bcd0d7,T06,ft,books are on a shelf in a library with a sign,qr bookshelf,0.518188,dp_bookshelf_qr,0.471873,0.046315,,,,,true,margin<0.05,1755533211450,1755533211633,1755533213298
SCENE_A_MS,FT-SCENE_A_MS-1755533175266,2025-08-18T16:07:08.436000,5393a3fd-65b8-4ed4-8538-0ab2170097b8,T06,ft,there is a large rack of electronics on a workbench,poi_component_drawer_wall,0.368991,drawer wall,0.342762,0.026230,,,,,true,margin<0.05,1755533226881,1755533227091,1755533228435
SCENE_A_MS,WARMUP,2025-08-18T16:17:11.554513,9d2509c9-2bb5-4362-ba02-e5cdf5db6ce2,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755533826301,1755533826475,1755533831554
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:17:29.254864,41cdf612-059a-4160-8d56-c6b59b60cb6c,T06,ft,there is a room with a lot of desks and chairs,drawer wall,0.398663,boxes on floor,0.365168,0.033495,,,,,true,score<0.45,1755533847389,1755533847707,1755533849254
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:17:43.694120,866ad612-6713-44dd-8095-bfff00b21fc8,T06,ft,"there is a desk with a printer, printer head, and other office supplies",poi_3d_printer_table,0.524777,drawer wall,0.397995,0.126782,,,,,false,,1755533862072,1755533862268,1755533863694
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:18:06.456220,8f5c1bc7-3604-419e-8330-f420c0fa00ef,T06,ft,there is a chair that is sitting in a room with boxes,boxes on floor,0.602007,cardboard boxes,0.550182,0.051825,,,,,true,margin<0.08,1755533885056,1755533885315,1755533886456
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:18:23.934898,615cecdb-7880-4911-8bb4-1fd805b9b376,T06,ft,there is a chair that is sitting in a room with boxes,boxes on floor,0.602007,cardboard boxes,0.550182,0.051825,,,,,true,margin<0.08,1755533902337,1755533902863,1755533903934
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:18:41.133505,f610fe66-a302-4c51-9fc9-3c1d5df2d6d8,T06,ft,there are many racks of electronics on a table in a room,poi_3d_printer_table,0.389279,drawer wall,0.387632,0.001647,,,,,true,score<0.45,1755533919750,1755533919998,1755533921133
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:18:53.372693,9f703f80-52af-4b3d-b087-f0304d8890ac,T06,ft,"there is a room with a desk, chair, and a computer",drawer wall,0.396698,poi_component_drawer_wall,0.359031,0.037667,,,,,true,score<0.45,1755533931735,1755533932008,1755533933372
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:19:06.314526,8eedf058-f2d7-4ba2-ac47-3f48415d8eff,T06,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,false,,1755533944978,1755533945249,1755533946314
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:19:26.478218,71bf5c09-47c7-41da-80cc-34ba933632f0,T06,ft,there is a chair in the middle of a room with boxes,boxes on floor,0.644147,cardboard boxes,0.575259,0.068888,,,,,true,margin<0.08,1755533965147,1755533965380,1755533966478
SCENE_A_MS,FT-SCENE_A_MS-1755533831544,2025-08-18T16:19:40.442823,cd6c7a26-06b4-4e13-833c-26a86bbc208b,T06,ft,there is a desk with a printer and a printer on it,poi_3d_printer_table,0.570417,drawer wall,0.373315,0.197102,,,,,false,,1755533979122,1755533979356,1755533980442
SCENE_A_MS,WARMUP,2025-08-18T17:00:53.156013,b6918646-d5fa-40d1-aa8b-d2bf26708224,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755536447470,1755536447638,1755536453156
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:01:30.124145,f0d91716-475e-4182-8f83-721ba0eb6c37,T06,ft,there is a workbench with a workbench and a chair in the middle,drawer wall,0.301464,boxes on floor,0.300443,0.001021,,,,,true,score<0.6,1755536488127,1755536488368,1755536490123
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:01:52.342791,7d8ed391-7d73-43ee-8220-8d9e8f838b13,T06,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,true,score<0.6,1755536510223,1755536510520,1755536512342
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:02:06.997881,2b98ee68-3f1e-46c5-a6ff-e31a44fa5b4d,T06,ft,there is a table with a lot of boxes and a laptop on it,cardboard boxes,0.457788,poi_3d_printer_table,0.435473,0.022315,,,,,true,score<0.6,1755536525096,1755536525364,1755536526997
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:02:19.475200,d5034f78-33a2-400b-8bda-f2501c556bac,T06,ft,there is a large amount of files on a desk in a room,drawer wall,0.365993,poi_component_drawer_wall,0.303976,0.062017,,,,,true,score<0.6,1755536538159,1755536538346,1755536539475
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:02:31.490072,4eafcc11-5216-4031-9065-53a692367bdd,T06,ft,there are three 3d printers on a table with a keyboard,poi_3d_printer_table,0.800651,drawer wall,0.284111,0.516540,,,,,false,,1755536550178,1755536550435,1755536551489
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:02:54.395110,17016340-c62a-4c41-93ba-2429129e9aa1,T06,ft,there is a room with a lot of desks and computers,drawer wall,0.425829,poi_component_drawer_wall,0.375215,0.050615,,,,,true,score<0.6,1755536573033,1755536573270,1755536574394
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:03:10.009191,58b66761-64b6-4c63-8a78-3910ac7dd24f,T06,ft,there is a workbench with a computer and many other items on it,drawer wall,0.345433,poi_component_drawer_wall,0.345108,0.000325,,,,,true,score<0.6,1755536588371,1755536588553,1755536590009
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:03:20.702563,d0843a04-66c5-4f11-8ea0-de5232fd1e04,T06,ft,there is a kitchen with a lot of clutter on the counter,drawer wall,0.328896,boxes on floor,0.314652,0.014244,,,,,true,score<0.6,1755536599497,1755536599658,1755536600702
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:03:38.193394,c7ad822c-256f-4dd9-8021-54f2a3770ed4,T06,ft,there is a room with a lot of boxes and a table,boxes on floor,0.629766,cardboard boxes,0.567870,0.061895,,,,,true,margin<0.2,1755536616914,1755536617190,1755536618193
SCENE_A_MS,FT-SCENE_A_MS-1755536453156,2025-08-18T17:03:46.737184,d96cf5f4-1ceb-4eaa-82d9-4918d69a3eb0,T06,ft,"there is a room with a desk, chair, and a television",drawer wall,0.365838,poi_component_drawer_wall,0.349375,0.016463,,,,,true,score<0.6,1755536625527,1755536625723,1755536626737
SCENE_A_MS,WARMUP,2025-08-18T17:04:24.561113,ddd0fc97-5d35-4187-8bcc-9cc7352e810b,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755536663314,1755536663526,1755536664561
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:04:29.096876,d3074624-b8de-450f-96d7-67cddde06bea,T06,ft,there is a room with a lot of boxes and a computer,boxes on floor,0.578912,cardboard boxes,0.556831,0.022081,,,,,true,score<0.6,1755536667821,1755536668084,1755536669096
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:04:39.269798,f7cb9279-26c4-45b7-96c7-c2faa7dcf354,T06,ft,there is a chair that is sitting in a room with boxes,boxes on floor,0.602007,cardboard boxes,0.550182,0.051825,,,,,true,margin<0.2,1755536678066,1755536678260,1755536679269
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:04:53.499382,4c727109-3cb4-4e87-99e6-69af4b82534c,T06,ft,"there is a room with a desk, chair, and a painting easel",drawer wall,0.344664,poi_component_drawer_wall,0.306050,0.038614,,,,,true,score<0.6,1755536692121,1755536692373,1755536693499
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:05:03.373320,7ed5b90a-7ecc-4a37-9d01-ced6cf7e2d5d,T06,ft,"there is a room with a desk, chair, and a computer on it",drawer wall,0.407709,poi_component_drawer_wall,0.375225,0.032483,,,,,true,score<0.6,1755536701899,1755536702160,1755536703373
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:05:12.358189,42f32e28-e2ac-4793-9fd5-51c0160f0ca8,T06,ft,there is a book shelf with books and a chair in the room,qr bookshelf,0.569178,dp_bookshelf_qr,0.491045,0.078133,,,,,true,score<0.6,1755536711055,1755536711351,1755536712358
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:05:23.717206,3269bb12-f295-4ebf-bb82-e83796dbe4cc,T06,ft,there is a glass door with a sign on it that says security station,atrium_entry,0.472822,open atrium,0.325466,0.147356,,,,,true,score<0.6,1755536722439,1755536722661,1755536723717
SCENE_A_MS,FT-SCENE_A_MS-1755536664556,2025-08-18T17:05:32.413170,af6905bb-21dc-4fea-bead-77d77386593e,T06,ft,there is a chair and a desk in a room with a tv,poi_component_drawer_wall,0.321442,drawer wall,0.316416,0.005026,,,,,true,score<0.6,1755536731097,1755536731335,1755536732413
SCENE_A_MS,WARMUP,2025-08-18T17:39:56.754537,0429e4e5-868d-4f48-83da-a8386d5138a8,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755538791083,1755538791219,1755538796754
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:39:58.786470,060b5dcf-b520-47fd-91fc-edde39c91e17,T06,ft,there is a workbench with a computer and a printer on it,poi_3d_printer_table,0.424495,drawer wall,0.271681,0.152814,,,,,true,score<0.6,1755538796897,1755538796997,1755538798786
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:00.073671,1d76a24f-9450-4510-a043-9082ef5f82af,T06,ft,there is a workbench with a computer and a printer on it,poi_3d_printer_table,0.424495,drawer wall,0.271681,0.152814,,,,,true,score<0.6,1755538798840,1755538798983,1755538800073
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:10.439319,b49534c7-f04e-44c7-81c6-799145dbb6c4,T06,ft,there is a desk with a computer and a chair in the room,drawer wall,0.355676,poi_component_drawer_wall,0.344140,0.011536,,,,,true,score<0.6,1755538809241,1755538809357,1755538810439
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:22.265085,aa9b8d90-a9d0-4c23-9843-78c823b8c863,T06,ft,"there is a room with a desk, chair, and a television",drawer wall,0.365838,poi_component_drawer_wall,0.349375,0.016463,,,,,true,score<0.6,1755538821057,1755538821201,1755538822265
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:32.028607,67539bd8-458b-487e-a332-c89cdf5d122e,T06,ft,there is a room with a lot of machines and a desk,drawer wall,0.382379,boxes on floor,0.368215,0.014164,,,,,true,score<0.6,1755538830755,1755538830973,1755538832028
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:38.772438,1073ce28-b490-4dac-a96b-ca76c0c57e66,T06,ft,there are many boxes of files on a table in a room,boxes on floor,0.533847,cardboard boxes,0.512539,0.021308,,,,,true,score<0.6,1755538837562,1755538837679,1755538838772
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:40:47.368232,38ee2ac2-da73-4a92-b766-42399e4b8a88,T06,ft,there are many boxes and boxes on the floor in this office,boxes on floor,0.800521,cardboard boxes,0.659215,0.141306,,,,,true,margin<0.15,1755538845490,1755538845950,1755538847368
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:41:02.577288,cb360c7a-2b21-43b2-be42-15535f649955,T06,ft,"there is a room with a desk, chairs, and a printer",poi_3d_printer_table,0.496347,drawer wall,0.392890,0.103458,,,,,true,score<0.6,1755538861110,1755538861323,1755538862577
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:41:15.232812,94d82ce6-0b5f-4af7-84cf-c3f408bc5e5d,T06,ft,there is a book shelf with books and a bag on it,qr bookshelf,0.584033,dp_bookshelf_qr,0.508929,0.075103,,,,,true,score<0.6,1755538873748,1755538874112,1755538875232
SCENE_A_MS,FT-SCENE_A_MS-1755538796899,2025-08-18T17:41:24.167743,b66ea897-9f12-434c-be38-70efc307f723,T06,ft,there is a room with a lot of electronics on the desk,drawer wall,0.434567,poi_component_drawer_wall,0.428871,0.005696,,,,,true,score<0.6,1755538882913,1755538883106,1755538884167
SCENE_A_MS,WARMUP,2025-08-18T17:43:28.530482,9dbab2c6-f2ac-4458-a917-4a7d31e4c4ad,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755539003325,1755539003501,1755539008530
SCENE_A_MS,FT-SCENE_A_MS-1755539008588,2025-08-18T17:43:35.508021,081063a4-7446-47cb-b963-a5fb7b8bfc67,T06,ft,there is a desk with a chair and a laptop on it,drawer wall,0.351215,poi_component_drawer_wall,0.324355,0.026860,,,,,true,score<0.6,1755539013702,1755539013807,1755539015507
SCENE_A_MS,FT-SCENE_A_MS-1755539008588,2025-08-18T17:43:42.118425,1cce3256-7ed5-4fb2-a328-2d6e9a603349,T06,ft,there is a room with a lot of work equipment and a desk,drawer wall,0.408278,poi_component_drawer_wall,0.365400,0.042877,,,,,true,score<0.6,1755539020871,1755539021000,1755539022118
SCENE_A_MS,FT-SCENE_A_MS-1755539008588,2025-08-18T17:43:48.390860,72949998-9a1f-4680-bed3-e041c13e3cb8,T06,ft,there is a large rack of electronics on a table in a room,drawer wall,0.409496,poi_component_drawer_wall,0.396594,0.012902,,,,,true,score<0.6,1755539027170,1755539027292,1755539028390
SCENE_A_MS,FT-SCENE_A_MS-1755539008588,2025-08-18T17:43:57.548771,76b7f50e-7888-48c6-bfee-9fd33ab37b98,T06,ft,there is a book shelf with books and a picture on the wall,qr bookshelf,0.546884,drawer wall,0.502893,0.043992,,,,,true,score<0.6,1755539036255,1755539036374,1755539037548
SCENE_A_MS,WARMUP,2025-08-18T18:48:50.651240,e76494b3-122e-4b10-8c81-13511271816c,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755542924819,1755542925188,1755542930651
SCENE_A_MS,FT-SCENE_A_MS-1755542930654,2025-08-18T18:48:58.525473,ac1ed75c-12bb-42be-a914-3760b6ad73c3,T06,ft,"there is a room with a desk, chair, and a computer",drawer wall,0.396698,poi_component_drawer_wall,0.359031,0.037667,,,,,true,score<0.45,1755542936727,1755542936961,1755542938525
SCENE_B_STUDIO,WARMUP,2025-08-18T18:49:29.572810,4685b798-084b-4f07-9acb-192a2458097e,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755542968244,1755542968423,1755542969572
